Date,flux_primaire_pro_format,instance,recus
2022-03-08,FLUX RPC,COMMERCE,2083.0
2022-03-08,FLUX RPC SAV AUTOLOC,SAV,579.0
2022-03-08,FLUX RPC SAV COMPLEX,SAV,343.0
2022-03-08,FLUX UNIF,COMMERCE,291.0
2022-03-08,FLUX UNIF,SAV,546.0
2022-03-09,FLUX AD,SAV,125.0
2022-03-09,FLUX RPC,COMMERCE,1786.0
2022-03-09,FLUX RPC SAV AUTOLOC,SAV,578.0
2022-03-09,FLUX RPC SAV COMPLEX,SAV,327.0
2022-03-09,FLUX UNIF,COMMERCE,320.0
2022-03-09,FLUX UNIF,SAV,508.0
2022-03-10,FLUX AD,SAV,114.0
2022-03-10,FLUX RPC,COMMERCE,1869.0
2022-03-10,FLUX RPC SAV AUTOLOC,SAV,495.0
2022-03-10,FLUX RPC SAV COMPLEX,SAV,294.0
2022-03-10,FLUX UNIF,COMMERCE,362.0
2022-03-10,FLUX UNIF,SAV,493.0
2022-03-11,FLUX AD,SAV,108.0
2022-03-11,FLUX RPC,COMMERCE,1730.0
2022-03-11,FLUX RPC SAV AUTOLOC,SAV,534.0
2022-03-11,FLUX RPC SAV COMPLEX,SAV,259.0
2022-03-11,FLUX UNIF,COMMERCE,356.0
2022-03-11,FLUX UNIF,SAV,472.0
2022-03-12,FLUX AD,SAV,26.0
2022-03-12,FLUX RPC,COMMERCE,735.0
2022-03-12,FLUX RPC SAV AUTOLOC,SAV,104.0
2022-03-12,FLUX RPC SAV COMPLEX,SAV,18.0
2022-03-12,FLUX UNIF,COMMERCE,159.0
2022-03-12,FLUX UNIF,SAV,208.0
2022-03-13,FLUX AD,SAV,28.0
2022-03-13,FLUX RPC,COMMERCE,438.0
2022-03-13,FLUX RPC SAV AUTOLOC,SAV,36.0
2022-03-13,FLUX RPC SAV COMPLEX,SAV,16.0
2022-03-13,FLUX UNIF,COMMERCE,62.0
2022-03-13,FLUX UNIF,SAV,153.0
2022-03-14,FLUX AD,SAV,100.0
2022-03-14,FLUX RPC,COMMERCE,1846.0
2022-03-14,FLUX RPC SAV AUTOLOC,SAV,595.0
2022-03-14,FLUX RPC SAV COMPLEX,SAV,390.0
2022-03-14,FLUX UNIF,COMMERCE,357.0
2022-03-14,FLUX UNIF,SAV,516.0
2022-03-15,FLUX AD,SAV,129.0
2022-03-15,FLUX RPC,COMMERCE,1957.0
2022-03-15,FLUX RPC SAV AUTOLOC,SAV,476.0
2022-03-15,FLUX RPC SAV COMPLEX,SAV,307.0
2022-03-15,FLUX UNIF,COMMERCE,381.0
2022-03-15,FLUX UNIF,SAV,534.0
2022-03-16,FLUX AD,SAV,83.0
2022-03-16,FLUX RPC,COMMERCE,1764.0
2022-03-16,FLUX RPC SAV AUTOLOC,SAV,527.0
2022-03-16,FLUX RPC SAV COMPLEX,SAV,256.0
2022-03-16,FLUX UNIF,COMMERCE,356.0
2022-03-16,FLUX UNIF,SAV,532.0
2022-03-17,FLUX AD,SAV,108.0
2022-03-17,FLUX RPC,COMMERCE,1853.0
2022-03-17,FLUX RPC SAV AUTOLOC,SAV,482.0
2022-03-17,FLUX RPC SAV COMPLEX,SAV,280.0
2022-03-17,FLUX UNIF,COMMERCE,445.0
2022-03-17,FLUX UNIF,SAV,413.0
2022-03-18,FLUX AD,SAV,125.0
2022-03-18,FLUX RPC,COMMERCE,1504.0
2022-03-18,FLUX RPC SAV AUTOLOC,SAV,436.0
2022-03-18,FLUX RPC SAV COMPLEX,SAV,259.0
2022-03-18,FLUX UNIF,COMMERCE,344.0
2022-03-18,FLUX UNIF,SAV,383.0
2022-03-19,FLUX AD,SAV,23.0
2022-03-19,FLUX RPC,COMMERCE,621.0
2022-03-19,FLUX RPC SAV AUTOLOC,SAV,73.0
2022-03-19,FLUX RPC SAV COMPLEX,SAV,23.0
2022-03-19,FLUX UNIF,COMMERCE,111.0
2022-03-19,FLUX UNIF,SAV,143.0
2022-03-20,FLUX AD,SAV,22.0
2022-03-20,FLUX RPC,COMMERCE,383.0
2022-03-20,FLUX RPC SAV AUTOLOC,SAV,35.0
2022-03-20,FLUX RPC SAV COMPLEX,SAV,12.0
2022-03-20,FLUX UNIF,COMMERCE,47.0
2022-03-20,FLUX UNIF,SAV,160.0
2022-03-21,FLUX AD,SAV,99.0
2022-03-21,FLUX RPC,COMMERCE,1702.0
2022-03-21,FLUX RPC SAV AUTOLOC,SAV,521.0
2022-03-21,FLUX RPC SAV COMPLEX,SAV,380.0
2022-03-21,FLUX UNIF,COMMERCE,354.0
2022-03-21,FLUX UNIF,SAV,483.0
2022-03-22,FLUX AD,SAV,115.0
2022-03-22,FLUX RPC,COMMERCE,1716.0
2022-03-22,FLUX RPC SAV AUTOLOC,SAV,574.0
2022-03-22,FLUX RPC SAV COMPLEX,SAV,330.0
2022-03-22,FLUX UNIF,COMMERCE,304.0
2022-03-22,FLUX UNIF,SAV,448.0
2022-03-23,FLUX AD,SAV,191.0
2022-03-23,FLUX RPC,COMMERCE,1786.0
2022-03-23,FLUX RPC SAV AUTOLOC,SAV,519.0
2022-03-23,FLUX RPC SAV COMPLEX,SAV,321.0
2022-03-23,FLUX UNIF,COMMERCE,394.0
2022-03-23,FLUX UNIF,SAV,421.0
2022-03-24,FLUX AD,SAV,230.0
2022-03-24,FLUX RPC,COMMERCE,1633.0
2022-03-24,FLUX RPC SAV AUTOLOC,SAV,429.0
2022-03-24,FLUX RPC SAV COMPLEX,SAV,333.0
2022-03-24,FLUX UNIF,COMMERCE,399.0
2022-03-24,FLUX UNIF,SAV,449.0
2022-03-25,FLUX AD,SAV,170.0
2022-03-25,FLUX RPC,COMMERCE,1421.0
2022-03-25,FLUX RPC SAV AUTOLOC,SAV,451.0
2022-03-25,FLUX RPC SAV COMPLEX,SAV,274.0
2022-03-25,FLUX UNIF,COMMERCE,321.0
2022-03-25,FLUX UNIF,SAV,357.0
2022-03-26,FLUX AD,SAV,34.0
2022-03-26,FLUX RPC,COMMERCE,541.0
2022-03-26,FLUX RPC SAV AUTOLOC,SAV,75.0
2022-03-26,FLUX RPC SAV COMPLEX,SAV,36.0
2022-03-26,FLUX UNIF,COMMERCE,150.0
2022-03-26,FLUX UNIF,SAV,156.0
2022-03-27,FLUX AD,SAV,13.0
2022-03-27,FLUX RPC,COMMERCE,325.0
2022-03-27,FLUX RPC SAV AUTOLOC,SAV,22.0
2022-03-27,FLUX RPC SAV COMPLEX,SAV,34.0
2022-03-27,FLUX UNIF,COMMERCE,45.0
2022-03-27,FLUX UNIF,SAV,110.0
2022-03-28,FLUX AD,SAV,196.0
2022-03-28,FLUX RPC,COMMERCE,1589.0
2022-03-28,FLUX RPC SAV AUTOLOC,SAV,469.0
2022-03-28,FLUX RPC SAV COMPLEX,SAV,376.0
2022-03-28,FLUX UNIF,COMMERCE,290.0
2022-03-28,FLUX UNIF,SAV,384.0
2022-03-29,FLUX AD,SAV,136.0
2022-03-29,FLUX RPC,COMMERCE,1659.0
2022-03-29,FLUX RPC SAV AUTOLOC,SAV,507.0
2022-03-29,FLUX RPC SAV COMPLEX,SAV,314.0
2022-03-29,FLUX UNIF,COMMERCE,338.0
2022-03-29,FLUX UNIF,SAV,459.0
2022-03-30,FLUX AD,SAV,139.0
2022-03-30,FLUX RPC,COMMERCE,1589.0
2022-03-30,FLUX RPC SAV AUTOLOC,SAV,449.0
2022-03-30,FLUX RPC SAV COMPLEX,SAV,315.0
2022-03-30,FLUX UNIF,COMMERCE,359.0
2022-03-30,FLUX UNIF,SAV,476.0
2022-03-31,FLUX AD,SAV,119.0
2022-03-31,FLUX RPC,COMMERCE,1525.0
2022-03-31,FLUX RPC SAV AUTOLOC,SAV,405.0
2022-03-31,FLUX RPC SAV COMPLEX,SAV,324.0
2022-03-31,FLUX UNIF,COMMERCE,363.0
2022-03-31,FLUX UNIF,SAV,413.0
2022-04-01,FLUX AD,SAV,99.0
2022-04-01,FLUX RPC,COMMERCE,1255.0
2022-04-01,FLUX RPC SAV AUTOLOC,SAV,440.0
2022-04-01,FLUX RPC SAV COMPLEX,SAV,292.0
2022-04-01,FLUX UNIF,COMMERCE,317.0
2022-04-01,FLUX UNIF,SAV,387.0
2022-04-02,FLUX AD,SAV,27.0
2022-04-02,FLUX RPC,COMMERCE,580.0
2022-04-02,FLUX RPC SAV AUTOLOC,SAV,70.0
2022-04-02,FLUX RPC SAV COMPLEX,SAV,58.0
2022-04-02,FLUX UNIF,COMMERCE,110.0
2022-04-02,FLUX UNIF,SAV,197.0
2022-04-03,FLUX AD,SAV,16.0
2022-04-03,FLUX RPC,COMMERCE,417.0
2022-04-03,FLUX RPC SAV AUTOLOC,SAV,28.0
2022-04-03,FLUX RPC SAV COMPLEX,SAV,42.0
2022-04-03,FLUX UNIF,COMMERCE,45.0
2022-04-03,FLUX UNIF,SAV,186.0
2022-04-04,FLUX AD,SAV,86.0
2022-04-04,FLUX RPC,COMMERCE,1614.0
2022-04-04,FLUX RPC SAV AUTOLOC,SAV,545.0
2022-04-04,FLUX RPC SAV COMPLEX,SAV,481.0
2022-04-04,FLUX UNIF,COMMERCE,312.0
2022-04-04,FLUX UNIF,SAV,462.0
2022-04-05,FLUX AD,SAV,101.0
2022-04-05,FLUX RPC,COMMERCE,1830.0
2022-04-05,FLUX RPC SAV AUTOLOC,SAV,552.0
2022-04-05,FLUX RPC SAV COMPLEX,SAV,341.0
2022-04-05,FLUX UNIF,COMMERCE,369.0
2022-04-05,FLUX UNIF,SAV,473.0
2022-04-06,FLUX AD,SAV,140.0
2022-04-06,FLUX RPC,COMMERCE,1813.0
2022-04-06,FLUX RPC SAV AUTOLOC,SAV,541.0
2022-04-06,FLUX RPC SAV COMPLEX,SAV,312.0
2022-04-06,FLUX UNIF,COMMERCE,289.0
2022-04-06,FLUX UNIF,SAV,479.0
2022-04-07,FLUX AD,SAV,122.0
2022-04-07,FLUX RPC,COMMERCE,1855.0
2022-04-07,FLUX RPC SAV AUTOLOC,SAV,497.0
2022-04-07,FLUX RPC SAV COMPLEX,SAV,377.0
2022-04-07,FLUX UNIF,COMMERCE,386.0
2022-04-07,FLUX UNIF,SAV,394.0
2022-04-08,FLUX AD,SAV,115.0
2022-04-08,FLUX RPC,COMMERCE,1557.0
2022-04-08,FLUX RPC SAV AUTOLOC,SAV,473.0
2022-04-08,FLUX RPC SAV COMPLEX,SAV,323.0
2022-04-08,FLUX UNIF,COMMERCE,313.0
2022-04-08,FLUX UNIF,SAV,488.0
2022-04-09,FLUX AD,SAV,45.0
2022-04-09,FLUX RPC,COMMERCE,706.0
2022-04-09,FLUX RPC SAV AUTOLOC,SAV,73.0
2022-04-09,FLUX RPC SAV COMPLEX,SAV,58.0
2022-04-09,FLUX UNIF,COMMERCE,137.0
2022-04-09,FLUX UNIF,SAV,200.0
2022-04-10,FLUX AD,SAV,27.0
2022-04-10,FLUX RPC,COMMERCE,341.0
2022-04-10,FLUX RPC SAV AUTOLOC,SAV,25.0
2022-04-10,FLUX RPC SAV COMPLEX,SAV,45.0
2022-04-10,FLUX UNIF,COMMERCE,53.0
2022-04-10,FLUX UNIF,SAV,126.0
2022-04-11,FLUX AD,SAV,125.0
2022-04-11,FLUX RPC,COMMERCE,1692.0
2022-04-11,FLUX RPC SAV AUTOLOC,SAV,526.0
2022-04-11,FLUX RPC SAV COMPLEX,SAV,386.0
2022-04-11,FLUX UNIF,COMMERCE,351.0
2022-04-11,FLUX UNIF,SAV,436.0
2022-04-12,FLUX AD,SAV,146.0
2022-04-12,FLUX RPC,COMMERCE,1938.0
2022-04-12,FLUX RPC SAV AUTOLOC,SAV,478.0
2022-04-12,FLUX RPC SAV COMPLEX,SAV,405.0
2022-04-12,FLUX UNIF,COMMERCE,337.0
2022-04-12,FLUX UNIF,SAV,490.0
2022-04-13,FLUX AD,SAV,168.0
2022-04-13,FLUX RPC,COMMERCE,1892.0
2022-04-13,FLUX RPC SAV AUTOLOC,SAV,514.0
2022-04-13,FLUX RPC SAV COMPLEX,SAV,416.0
2022-04-13,FLUX UNIF,COMMERCE,335.0
2022-04-13,FLUX UNIF,SAV,475.0
2022-04-14,FLUX AD,SAV,158.0
2022-04-14,FLUX RPC,COMMERCE,1831.0
2022-04-14,FLUX RPC SAV AUTOLOC,SAV,518.0
2022-04-14,FLUX RPC SAV COMPLEX,SAV,410.0
2022-04-14,FLUX UNIF,COMMERCE,335.0
2022-04-14,FLUX UNIF,SAV,430.0
2022-04-15,FLUX AD,SAV,67.0
2022-04-15,FLUX RPC,COMMERCE,1542.0
2022-04-15,FLUX RPC SAV AUTOLOC,SAV,375.0
2022-04-15,FLUX RPC SAV COMPLEX,SAV,357.0
2022-04-15,FLUX UNIF,COMMERCE,318.0
2022-04-15,FLUX UNIF,SAV,306.0
2022-04-16,FLUX AD,SAV,29.0
2022-04-16,FLUX RPC,COMMERCE,554.0
2022-04-16,FLUX RPC SAV AUTOLOC,SAV,64.0
2022-04-16,FLUX RPC SAV COMPLEX,SAV,48.0
2022-04-16,FLUX UNIF,COMMERCE,69.0
2022-04-16,FLUX UNIF,SAV,158.0
2022-04-17,FLUX AD,SAV,25.0
2022-04-17,FLUX RPC,COMMERCE,327.0
2022-04-17,FLUX RPC SAV AUTOLOC,SAV,17.0
2022-04-17,FLUX RPC SAV COMPLEX,SAV,51.0
2022-04-17,FLUX UNIF,COMMERCE,34.0
2022-04-17,FLUX UNIF,SAV,103.0
2022-04-18,FLUX AD,SAV,32.0
2022-04-18,FLUX RPC,COMMERCE,487.0
2022-04-18,FLUX RPC SAV AUTOLOC,SAV,24.0
2022-04-18,FLUX RPC SAV COMPLEX,SAV,50.0
2022-04-18,FLUX UNIF,COMMERCE,35.0
2022-04-18,FLUX UNIF,SAV,162.0
2022-04-19,FLUX AD,SAV,150.0
2022-04-19,FLUX RPC,COMMERCE,1895.0
2022-04-19,FLUX RPC SAV AUTOLOC,SAV,510.0
2022-04-19,FLUX RPC SAV COMPLEX,SAV,471.0
2022-04-19,FLUX UNIF,COMMERCE,359.0
2022-04-19,FLUX UNIF,SAV,561.0
2022-04-20,FLUX AD,SAV,172.0
2022-04-20,FLUX RPC,COMMERCE,2140.0
2022-04-20,FLUX RPC SAV AUTOLOC,SAV,591.0
2022-04-20,FLUX RPC SAV COMPLEX,SAV,479.0
2022-04-20,FLUX UNIF,COMMERCE,368.0
2022-04-20,FLUX UNIF,SAV,591.0
2022-04-21,FLUX AD,SAV,239.0
2022-04-21,FLUX RPC,COMMERCE,1872.0
2022-04-21,FLUX RPC SAV AUTOLOC,SAV,545.0
2022-04-21,FLUX RPC SAV COMPLEX,SAV,590.0
2022-04-21,FLUX UNIF,COMMERCE,344.0
2022-04-21,FLUX UNIF,SAV,480.0
2022-04-22,FLUX AD,SAV,293.0
2022-04-22,FLUX RPC,COMMERCE,1677.0
2022-04-22,FLUX RPC SAV AUTOLOC,SAV,463.0
2022-04-22,FLUX RPC SAV COMPLEX,SAV,659.0
2022-04-22,FLUX UNIF,COMMERCE,329.0
2022-04-22,FLUX UNIF,SAV,540.0
2022-04-23,FLUX AD,SAV,44.0
2022-04-23,FLUX RPC,COMMERCE,668.0
2022-04-23,FLUX RPC SAV AUTOLOC,SAV,72.0
2022-04-23,FLUX RPC SAV COMPLEX,SAV,93.0
2022-04-23,FLUX UNIF,COMMERCE,81.0
2022-04-23,FLUX UNIF,SAV,218.0
2022-04-24,FLUX AD,SAV,26.0
2022-04-24,FLUX RPC,COMMERCE,405.0
2022-04-24,FLUX RPC SAV AUTOLOC,SAV,23.0
2022-04-24,FLUX RPC SAV COMPLEX,SAV,55.0
2022-04-24,FLUX UNIF,COMMERCE,54.0
2022-04-24,FLUX UNIF,SAV,121.0
2022-04-25,FLUX AD,SAV,192.0
2022-04-25,FLUX RPC,COMMERCE,1868.0
2022-04-25,FLUX RPC SAV AUTOLOC,SAV,513.0
2022-04-25,FLUX RPC SAV COMPLEX,SAV,547.0
2022-04-25,FLUX UNIF,COMMERCE,386.0
2022-04-25,FLUX UNIF,SAV,395.0
2022-04-26,FLUX AD,SAV,218.0
2022-04-26,FLUX RPC,COMMERCE,1812.0
2022-04-26,FLUX RPC SAV AUTOLOC,SAV,593.0
2022-04-26,FLUX RPC SAV COMPLEX,SAV,322.0
2022-04-26,FLUX UNIF,COMMERCE,286.0
2022-04-26,FLUX UNIF,SAV,429.0
2022-04-27,FLUX AD,SAV,190.0
2022-04-27,FLUX RPC,COMMERCE,1674.0
2022-04-27,FLUX RPC SAV AUTOLOC,SAV,492.0
2022-04-27,FLUX RPC SAV COMPLEX,SAV,349.0
2022-04-27,FLUX UNIF,COMMERCE,370.0
2022-04-27,FLUX UNIF,SAV,435.0
2022-04-28,FLUX AD,SAV,119.0
2022-04-28,FLUX RPC,COMMERCE,1616.0
2022-04-28,FLUX RPC SAV AUTOLOC,SAV,439.0
2022-04-28,FLUX RPC SAV COMPLEX,SAV,347.0
2022-04-28,FLUX UNIF,COMMERCE,373.0
2022-04-28,FLUX UNIF,SAV,419.0
2022-04-29,FLUX AD,SAV,123.0
2022-04-29,FLUX RPC,COMMERCE,1367.0
2022-04-29,FLUX RPC SAV AUTOLOC,SAV,395.0
2022-04-29,FLUX RPC SAV COMPLEX,SAV,298.0
2022-04-29,FLUX UNIF,COMMERCE,332.0
2022-04-29,FLUX UNIF,SAV,377.0
2022-04-30,FLUX AD,SAV,30.0
2022-04-30,FLUX RPC,COMMERCE,580.0
2022-04-30,FLUX RPC SAV AUTOLOC,SAV,69.0
2022-04-30,FLUX RPC SAV COMPLEX,SAV,59.0
2022-04-30,FLUX UNIF,COMMERCE,85.0
2022-04-30,FLUX UNIF,SAV,184.0
2022-05-01,FLUX AD,SAV,27.0
2022-05-01,FLUX RPC,COMMERCE,400.0
2022-05-01,FLUX RPC SAV AUTOLOC,SAV,34.0
2022-05-01,FLUX RPC SAV COMPLEX,SAV,65.0
2022-05-01,FLUX UNIF,COMMERCE,41.0
2022-05-01,FLUX UNIF,SAV,121.0
2022-05-02,FLUX AD,SAV,110.0
2022-05-02,FLUX RPC,COMMERCE,1664.0
2022-05-02,FLUX RPC SAV AUTOLOC,SAV,523.0
2022-05-02,FLUX RPC SAV COMPLEX,SAV,412.0
2022-05-02,FLUX UNIF,COMMERCE,301.0
2022-05-02,FLUX UNIF,SAV,385.0
2022-05-03,FLUX AD,SAV,142.0
2022-05-03,FLUX RPC,COMMERCE,1405.0
2022-05-03,FLUX RPC SAV AUTOLOC,SAV,389.0
2022-05-03,FLUX RPC SAV COMPLEX,SAV,411.0
2022-05-03,FLUX UNIF,COMMERCE,311.0
2022-05-03,FLUX UNIF,SAV,434.0
2022-05-04,FLUX AD,SAV,141.0
2022-05-04,FLUX RPC,COMMERCE,1773.0
2022-05-04,FLUX RPC SAV AUTOLOC,SAV,506.0
2022-05-04,FLUX RPC SAV COMPLEX,SAV,446.0
2022-05-04,FLUX UNIF,COMMERCE,288.0
2022-05-04,FLUX UNIF,SAV,466.0
2022-05-05,FLUX AD,SAV,121.0
2022-05-05,FLUX RPC,COMMERCE,1901.0
2022-05-05,FLUX RPC SAV AUTOLOC,SAV,511.0
2022-05-05,FLUX RPC SAV COMPLEX,SAV,435.0
2022-05-05,FLUX UNIF,COMMERCE,338.0
2022-05-05,FLUX UNIF,SAV,458.0
2022-05-06,FLUX AD,SAV,138.0
2022-05-06,FLUX RPC,COMMERCE,1743.0
2022-05-06,FLUX RPC SAV AUTOLOC,SAV,365.0
2022-05-06,FLUX RPC SAV COMPLEX,SAV,387.0
2022-05-06,FLUX UNIF,COMMERCE,296.0
2022-05-06,FLUX UNIF,SAV,455.0
2022-05-07,FLUX AD,SAV,48.0
2022-05-07,FLUX RPC,COMMERCE,776.0
2022-05-07,FLUX RPC SAV AUTOLOC,SAV,40.0
2022-05-07,FLUX RPC SAV COMPLEX,SAV,61.0
2022-05-07,FLUX UNIF,COMMERCE,142.0
2022-05-07,FLUX UNIF,SAV,194.0
2022-05-08,FLUX AD,SAV,19.0
2022-05-08,FLUX RPC,COMMERCE,445.0
2022-05-08,FLUX RPC SAV AUTOLOC,SAV,23.0
2022-05-08,FLUX RPC SAV COMPLEX,SAV,40.0
2022-05-08,FLUX UNIF,COMMERCE,28.0
2022-05-08,FLUX UNIF,SAV,132.0
2022-05-09,FLUX AD,SAV,115.0
2022-05-09,FLUX RPC,COMMERCE,1981.0
2022-05-09,FLUX RPC SAV AUTOLOC,SAV,627.0
2022-05-09,FLUX RPC SAV COMPLEX,SAV,464.0
2022-05-09,FLUX UNIF,COMMERCE,411.0
2022-05-09,FLUX UNIF,SAV,488.0
2022-05-10,FLUX AD,SAV,131.0
2022-05-10,FLUX RPC,COMMERCE,1768.0
2022-05-10,FLUX RPC SAV AUTOLOC,SAV,514.0
2022-05-10,FLUX RPC SAV COMPLEX,SAV,466.0
2022-05-10,FLUX UNIF,COMMERCE,322.0
2022-05-10,FLUX UNIF,SAV,485.0
2022-05-11,FLUX AD,SAV,142.0
2022-05-11,FLUX RPC,COMMERCE,1744.0
2022-05-11,FLUX RPC SAV AUTOLOC,SAV,484.0
2022-05-11,FLUX RPC SAV COMPLEX,SAV,449.0
2022-05-11,FLUX UNIF,COMMERCE,345.0
2022-05-11,FLUX UNIF,SAV,480.0
2022-05-12,FLUX AD,SAV,90.0
2022-05-12,FLUX RPC,COMMERCE,1729.0
2022-05-12,FLUX RPC SAV AUTOLOC,SAV,487.0
2022-05-12,FLUX RPC SAV COMPLEX,SAV,460.0
2022-05-12,FLUX UNIF,COMMERCE,376.0
2022-05-12,FLUX UNIF,SAV,499.0
2022-05-13,FLUX AD,SAV,99.0
2022-05-13,FLUX RPC,COMMERCE,1601.0
2022-05-13,FLUX RPC SAV AUTOLOC,SAV,522.0
2022-05-13,FLUX RPC SAV COMPLEX,SAV,348.0
2022-05-13,FLUX UNIF,COMMERCE,287.0
2022-05-13,FLUX UNIF,SAV,452.0
2022-05-14,FLUX AD,SAV,28.0
2022-05-14,FLUX RPC,COMMERCE,548.0
2022-05-14,FLUX RPC SAV AUTOLOC,SAV,61.0
2022-05-14,FLUX RPC SAV COMPLEX,SAV,55.0
2022-05-14,FLUX UNIF,COMMERCE,81.0
2022-05-14,FLUX UNIF,SAV,174.0
2022-05-15,FLUX AD,SAV,9.0
2022-05-15,FLUX RPC,COMMERCE,281.0
2022-05-15,FLUX RPC SAV AUTOLOC,SAV,27.0
2022-05-15,FLUX RPC SAV COMPLEX,SAV,46.0
2022-05-15,FLUX UNIF,COMMERCE,23.0
2022-05-15,FLUX UNIF,SAV,135.0
2022-05-16,FLUX AD,SAV,100.0
2022-05-16,FLUX RPC,COMMERCE,1744.0
2022-05-16,FLUX RPC SAV AUTOLOC,SAV,501.0
2022-05-16,FLUX RPC SAV COMPLEX,SAV,451.0
2022-05-16,FLUX UNIF,COMMERCE,342.0
2022-05-16,FLUX UNIF,SAV,486.0
2022-05-17,FLUX AD,SAV,196.0
2022-05-17,FLUX RPC,COMMERCE,1780.0
2022-05-17,FLUX RPC SAV AUTOLOC,SAV,474.0
2022-05-17,FLUX RPC SAV COMPLEX,SAV,441.0
2022-05-17,FLUX UNIF,COMMERCE,334.0
2022-05-17,FLUX UNIF,SAV,488.0
2022-05-18,FLUX AD,SAV,215.0
2022-05-18,FLUX RPC,COMMERCE,1623.0
2022-05-18,FLUX RPC SAV AUTOLOC,SAV,427.0
2022-05-18,FLUX RPC SAV COMPLEX,SAV,427.0
2022-05-18,FLUX UNIF,COMMERCE,278.0
2022-05-18,FLUX UNIF,SAV,407.0
2022-05-19,FLUX AD,SAV,183.0
2022-05-19,FLUX RPC,COMMERCE,1676.0
2022-05-19,FLUX RPC SAV AUTOLOC,SAV,432.0
2022-05-19,FLUX RPC SAV COMPLEX,SAV,380.0
2022-05-19,FLUX UNIF,COMMERCE,332.0
2022-05-19,FLUX UNIF,SAV,455.0
2022-05-20,FLUX AD,SAV,138.0
2022-05-20,FLUX RPC,COMMERCE,1487.0
2022-05-20,FLUX RPC SAV AUTOLOC,SAV,359.0
2022-05-20,FLUX RPC SAV COMPLEX,SAV,370.0
2022-05-20,FLUX UNIF,COMMERCE,269.0
2022-05-20,FLUX UNIF,SAV,350.0
2022-05-21,FLUX AD,SAV,15.0
2022-05-21,FLUX RPC,COMMERCE,498.0
2022-05-21,FLUX RPC SAV AUTOLOC,SAV,75.0
2022-05-21,FLUX RPC SAV COMPLEX,SAV,77.0
2022-05-21,FLUX UNIF,COMMERCE,77.0
2022-05-21,FLUX UNIF,SAV,180.0
2022-05-22,FLUX AD,SAV,7.0
2022-05-22,FLUX RPC,COMMERCE,257.0
2022-05-22,FLUX RPC SAV AUTOLOC,SAV,24.0
2022-05-22,FLUX RPC SAV COMPLEX,SAV,51.0
2022-05-22,FLUX UNIF,COMMERCE,8.0
2022-05-22,FLUX UNIF,SAV,101.0
2022-05-23,FLUX AD,SAV,128.0
2022-05-23,FLUX RPC,COMMERCE,1518.0
2022-05-23,FLUX RPC SAV AUTOLOC,SAV,567.0
2022-05-23,FLUX RPC SAV COMPLEX,SAV,444.0
2022-05-23,FLUX UNIF,COMMERCE,274.0
2022-05-23,FLUX UNIF,SAV,449.0
2022-05-24,FLUX AD,SAV,116.0
2022-05-24,FLUX RPC,COMMERCE,1569.0
2022-05-24,FLUX RPC SAV AUTOLOC,SAV,430.0
2022-05-24,FLUX RPC SAV COMPLEX,SAV,445.0
2022-05-24,FLUX UNIF,COMMERCE,318.0
2022-05-24,FLUX UNIF,SAV,441.0
2022-05-25,FLUX AD,SAV,157.0
2022-05-25,FLUX RPC,COMMERCE,1459.0
2022-05-25,FLUX RPC SAV AUTOLOC,SAV,455.0
2022-05-25,FLUX RPC SAV COMPLEX,SAV,405.0
2022-05-25,FLUX UNIF,COMMERCE,293.0
2022-05-25,FLUX UNIF,SAV,412.0
2022-05-26,FLUX AD,SAV,30.0
2022-05-26,FLUX RPC,COMMERCE,532.0
2022-05-26,FLUX RPC SAV AUTOLOC,SAV,46.0
2022-05-26,FLUX RPC SAV COMPLEX,SAV,138.0
2022-05-26,FLUX UNIF,COMMERCE,19.0
2022-05-26,FLUX UNIF,SAV,241.0
2022-05-27,FLUX AD,SAV,124.0
2022-05-27,FLUX RPC,COMMERCE,1158.0
2022-05-27,FLUX RPC SAV AUTOLOC,SAV,405.0
2022-05-27,FLUX RPC SAV COMPLEX,SAV,354.0
2022-05-27,FLUX UNIF,COMMERCE,261.0
2022-05-27,FLUX UNIF,SAV,369.0
2022-05-28,FLUX AD,SAV,11.0
2022-05-28,FLUX RPC,COMMERCE,341.0
2022-05-28,FLUX RPC SAV AUTOLOC,SAV,65.0
2022-05-28,FLUX RPC SAV COMPLEX,SAV,86.0
2022-05-28,FLUX UNIF,COMMERCE,69.0
2022-05-28,FLUX UNIF,SAV,132.0
2022-05-29,FLUX AD,SAV,9.0
2022-05-29,FLUX RPC,COMMERCE,243.0
2022-05-29,FLUX RPC SAV AUTOLOC,SAV,18.0
2022-05-29,FLUX RPC SAV COMPLEX,SAV,69.0
2022-05-29,FLUX UNIF,COMMERCE,15.0
2022-05-29,FLUX UNIF,SAV,151.0
2022-05-30,FLUX AD,SAV,161.0
2022-05-30,FLUX RPC,COMMERCE,1560.0
2022-05-30,FLUX RPC SAV AUTOLOC,SAV,564.0
2022-05-30,FLUX RPC SAV COMPLEX,SAV,493.0
2022-05-30,FLUX UNIF,COMMERCE,367.0
2022-05-30,FLUX UNIF,SAV,478.0
2022-05-31,FLUX AD,SAV,90.0
2022-05-31,FLUX RPC,COMMERCE,1632.0
2022-05-31,FLUX RPC SAV AUTOLOC,SAV,489.0
2022-05-31,FLUX RPC SAV COMPLEX,SAV,487.0
2022-05-31,FLUX UNIF,COMMERCE,312.0
2022-05-31,FLUX UNIF,SAV,488.0
